STATION_ID,STATION_NAME,PERIOD,used_stnID,temp_rows,precip_rows,note
48248,PRINCE GEORGE AIRPORT AUTO,1941_1970,48248,0,0,resolve_none_found
48248,PRINCE GEORGE AIRPORT AUTO,1931_1960,48248,0,0,resolve_none_found
48370,PRINCE GEORGE,1991_2020,48370,0,0,resolve_none_found
48370,PRINCE GEORGE,1981_2010,48370,0,0,resolve_none_found
48370,PRINCE GEORGE,1971_2000,48370,0,0,resolve_none_found
48370,PRINCE GEORGE,1961_1990,48370,0,0,resolve_none_found
48370,PRINCE GEORGE,1951_1980,48370,0,0,resolve_none_found
48370,PRINCE GEORGE,1941_1970,48370,0,0,resolve_none_found
48370,PRINCE GEORGE,1931_1960,48370,0,0,resolve_none_found
587,FORT FRASER 13S,1991_2020,587,0,0,resolve_none_found
587,FORT FRASER 13S,1981_2010,587,0,0,resolve_none_found
587,FORT FRASER 13S,1971_2000,587,0,0,resolve_none_found
587,FORT FRASER 13S,1961_1990,587,0,0,resolve_none_found
587,FORT FRASER 13S,1951_1980,587,0,0,resolve_none_found
587,FORT FRASER 13S,1941_1970,587,0,0,resolve_none_found
587,FORT FRASER 13S,1931_1960,587,0,0,resolve_none_found
610,MAPES,1991_2020,610,0,0,resolve_none_found
610,MAPES,1981_2010,610,0,0,resolve_none_found
610,MAPES,1971_2000,610,0,0,resolve_none_found
610,MAPES,1961_1990,610,0,0,resolve_none_found
610,MAPES,1951_1980,610,0,0,resolve_none_found
610,MAPES,1941_1970,610,0,0,resolve_none_found
610,MAPES,1931_1960,610,0,0,resolve_none_found
636,PRINCE GEORGE STP,1991_2020,636,0,0,resolve_none_found
636,PRINCE GEORGE STP,1981_2010,636,0,0,resolve_none_found
636,PRINCE GEORGE STP,1971_2000,636,0,0,resolve_none_found
636,PRINCE GEORGE STP,1961_1990,636,0,0,resolve_none_found
636,PRINCE GEORGE STP,1951_1980,636,0,0,resolve_none_found
636,PRINCE GEORGE STP,1941_1970,636,0,0,resolve_none_found
636,PRINCE GEORGE STP,1931_1960,636,0,0,resolve_none_found
548,TAKYSIE LAKE,1991_2020,548,0,0,resolve_none_found
548,TAKYSIE LAKE,1981_2010,548,0,0,resolve_none_found
548,TAKYSIE LAKE,1971_2000,548,0,0,resolve_none_found
548,TAKYSIE LAKE,1961_1990,548,0,0,resolve_none_found
548,TAKYSIE LAKE,1951_1980,548,0,0,resolve_none_found
548,TAKYSIE LAKE,1941_1970,548,0,0,resolve_none_found
548,TAKYSIE LAKE,1931_1960,548,0,0,resolve_none_found
630,PRINCE GEORGE,1991_2020,630,0,0,resolve_none_found
630,PRINCE GEORGE,1981_2010,630,0,0,resolve_none_found
630,PRINCE GEORGE,1971_2000,630,0,0,resolve_none_found
630,PRINCE GEORGE,1961_1990,630,0,0,resolve_none_found
630,PRINCE GEORGE,1951_1980,630,0,0,resolve_none_found
630,PRINCE GEORGE,1941_1970,630,0,0,resolve_none_found
630,PRINCE GEORGE,1931_1960,630,0,0,resolve_none_found
555,WISTARIA,1991_2020,555,0,0,resolve_none_found
555,WISTARIA,1981_2010,555,0,0,resolve_none_found
555,WISTARIA,1971_2000,555,0,0,resolve_none_found
555,WISTARIA,1961_1990,555,0,0,resolve_none_found
555,WISTARIA,1951_1980,555,0,0,resolve_none_found
555,WISTARIA,1941_1970,555,0,0,resolve_none_found
555,WISTARIA,1931_1960,555,0,0,resolve_none_found
632,PRINCE GEORGE WEST LAKE,1991_2020,632,0,0,resolve_none_found
632,PRINCE GEORGE WEST LAKE,1981_2010,632,0,0,resolve_none_found
632,PRINCE GEORGE WEST LAKE,1971_2000,632,0,0,resolve_none_found
632,PRINCE GEORGE WEST LAKE,1961_1990,632,0,0,resolve_none_found
632,PRINCE GEORGE WEST LAKE,1951_1980,632,0,0,resolve_none_found
632,PRINCE GEORGE WEST LAKE,1941_1970,632,0,0,resolve_none_found
632,PRINCE GEORGE WEST LAKE,1931_1960,632,0,0,resolve_none_found
535,OOTSA L SKINS L SPILLWAY,1991_2020,535,0,0,resolve_none_found
535,OOTSA L SKINS L SPILLWAY,1981_2010,535,0,0,resolve_none_found
535,OOTSA L SKINS L SPILLWAY,1971_2000,535,0,0,resolve_none_found
535,OOTSA L SKINS L SPILLWAY,1961_1990,535,0,0,resolve_none_found
535,OOTSA L SKINS L SPILLWAY,1951_1980,535,0,0,resolve_none_found
535,OOTSA L SKINS L SPILLWAY,1941_1970,535,0,0,resolve_none_found
535,OOTSA L SKINS L SPILLWAY,1931_1960,535,0,0,resolve_none_found
43963,OOTSA LAKESKINS LAKE CLIMATE,1991_2020,43963,0,0,resolve_none_found
43963,OOTSA LAKESKINS LAKE CLIMATE,1981_2010,43963,0,0,resolve_none_found
43963,OOTSA LAKESKINS LAKE CLIMATE,1971_2000,43963,0,0,resolve_none_found
43963,OOTSA LAKESKINS LAKE CLIMATE,1961_1990,43963,0,0,resolve_none_found
43963,OOTSA LAKESKINS LAKE CLIMATE,1951_1980,43963,0,0,resolve_none_found
43963,OOTSA LAKESKINS LAKE CLIMATE,1941_1970,43963,0,0,resolve_none_found
43963,OOTSA LAKESKINS LAKE CLIMATE,1931_1960,43963,0,0,resolve_none_found
669,WILLOW RIVER,1991_2020,669,0,0,resolve_none_found
669,WILLOW RIVER,1981_2010,669,0,0,resolve_none_found
669,WILLOW RIVER,1971_2000,669,0,0,resolve_none_found
669,WILLOW RIVER,1961_1990,669,0,0,resolve_none_found
669,WILLOW RIVER,1951_1980,669,0,0,resolve_none_found
669,WILLOW RIVER,1941_1970,669,0,0,resolve_none_found
669,WILLOW RIVER,1931_1960,669,0,0,resolve_none_found
10709,NECHAKO RIVER (AUT),1991_2020,10709,0,0,resolve_none_found
10709,NECHAKO RIVER (AUT),1981_2010,10709,0,0,resolve_none_found
10709,NECHAKO RIVER (AUT),1971_2000,10709,0,0,resolve_none_found
10709,NECHAKO RIVER (AUT),1961_1990,10709,0,0,resolve_none_found
10709,NECHAKO RIVER (AUT),1951_1980,10709,0,0,resolve_none_found
10709,NECHAKO RIVER (AUT),1941_1970,10709,0,0,resolve_none_found
10709,NECHAKO RIVER (AUT),1931_1960,10709,0,0,resolve_none_found
567,BALDY HUGHES,1991_2020,567,0,0,resolve_none_found
567,BALDY HUGHES,1981_2010,567,0,0,resolve_none_found
567,BALDY HUGHES,1971_2000,567,0,0,resolve_none_found
567,BALDY HUGHES,1961_1990,567,0,0,resolve_none_found
567,BALDY HUGHES,1951_1980,567,0,0,resolve_none_found
567,BALDY HUGHES,1941_1970,567,0,0,resolve_none_found
567,BALDY HUGHES,1931_1960,567,0,0,resolve_none_found
592,HIXON,1991_2020,592,0,0,resolve_none_found
592,HIXON,1981_2010,592,0,0,resolve_none_found
592,HIXON,1971_2000,592,0,0,resolve_none_found
592,HIXON,1961_1990,592,0,0,resolve_none_found
592,HIXON,1951_1980,592,0,0,resolve_none_found
592,HIXON,1941_1970,592,0,0,resolve_none_found
592,HIXON,1931_1960,592,0,0,resolve_none_found
670,WOODPECKER,1991_2020,670,0,0,resolve_none_found
670,WOODPECKER,1981_2010,670,0,0,resolve_none_found
670,WOODPECKER,1971_2000,670,0,0,resolve_none_found
670,WOODPECKER,1961_1990,670,0,0,resolve_none_found
670,WOODPECKER,1951_1980,670,0,0,resolve_none_found
670,WOODPECKER,1941_1970,670,0,0,resolve_none_found
670,WOODPECKER,1931_1960,670,0,0,resolve_none_found
593,HIXON BCFS,1991_2020,593,0,0,resolve_none_found
593,HIXON BCFS,1981_2010,593,0,0,resolve_none_found
593,HIXON BCFS,1971_2000,593,0,0,resolve_none_found
593,HIXON BCFS,1961_1990,593,0,0,resolve_none_found
593,HIXON BCFS,1951_1980,593,0,0,resolve_none_found
593,HIXON BCFS,1941_1970,593,0,0,resolve_none_found
593,HIXON BCFS,1931_1960,593,0,0,resolve_none_found
560,STRATHNAVER,1991_2020,560,0,0,resolve_none_found
560,STRATHNAVER,1981_2010,560,0,0,resolve_none_found
560,STRATHNAVER,1971_2000,560,0,0,resolve_none_found
560,STRATHNAVER,1961_1990,560,0,0,resolve_none_found
560,STRATHNAVER,1951_1980,560,0,0,resolve_none_found
560,STRATHNAVER,1941_1970,560,0,0,resolve_none_found
560,STRATHNAVER,1931_1960,560,0,0,resolve_none_found
514,EUCHINIKO TITETOWN,1991_2020,514,0,0,resolve_none_found
514,EUCHINIKO TITETOWN,1981_2010,514,0,0,resolve_none_found
514,EUCHINIKO TITETOWN,1971_2000,514,0,0,resolve_none_found
514,EUCHINIKO TITETOWN,1961_1990,514,0,0,resolve_none_found
514,EUCHINIKO TITETOWN,1951_1980,514,0,0,resolve_none_found
514,EUCHINIKO TITETOWN,1941_1970,514,0,0,resolve_none_found
514,EUCHINIKO TITETOWN,1931_1960,514,0,0,resolve_none_found
550,TATELKUZ LAKE,1991_2020,550,0,0,resolve_none_found
550,TATELKUZ LAKE,1981_2010,550,0,0,resolve_none_found
550,TATELKUZ LAKE,1971_2000,550,0,0,resolve_none_found
550,TATELKUZ LAKE,1961_1990,550,0,0,resolve_none_found
550,TATELKUZ LAKE,1951_1980,550,0,0,resolve_none_found
550,TATELKUZ LAKE,1941_1970,550,0,0,resolve_none_found
550,TATELKUZ LAKE,1931_1960,550,0,0,resolve_none_found
620,NAVER CREEK,1991_2020,620,0,0,resolve_none_found
620,NAVER CREEK,1981_2010,620,0,0,resolve_none_found
620,NAVER CREEK,1971_2000,620,0,0,resolve_none_found
620,NAVER CREEK,1961_1990,620,0,0,resolve_none_found
620,NAVER CREEK,1951_1980,620,0,0,resolve_none_found
620,NAVER CREEK,1941_1970,620,0,0,resolve_none_found
620,NAVER CREEK,1931_1960,620,0,0,resolve_none_found
621,NAVER CREEK AHBAU,1991_2020,621,0,0,resolve_none_found
621,NAVER CREEK AHBAU,1981_2010,621,0,0,resolve_none_found
621,NAVER CREEK AHBAU,1971_2000,621,0,0,resolve_none_found
621,NAVER CREEK AHBAU,1961_1990,621,0,0,resolve_none_found
621,NAVER CREEK AHBAU,1951_1980,621,0,0,resolve_none_found
621,NAVER CREEK AHBAU,1941_1970,621,0,0,resolve_none_found
621,NAVER CREEK AHBAU,1931_1960,621,0,0,resolve_none_found
515,GILLIES CROSSING,1991_2020,515,0,0,resolve_none_found
515,GILLIES CROSSING,1981_2010,515,0,0,resolve_none_found
515,GILLIES CROSSING,1971_2000,515,0,0,resolve_none_found
515,GILLIES CROSSING,1961_1990,515,0,0,resolve_none_found
515,GILLIES CROSSING,1951_1980,515,0,0,resolve_none_found
515,GILLIES CROSSING,1941_1970,515,0,0,resolve_none_found
515,GILLIES CROSSING,1931_1960,515,0,0,resolve_none_found
641,QUESNEL MOOSE HEIGHTS,1991_2020,641,0,0,resolve_none_found
641,QUESNEL MOOSE HEIGHTS,1981_2010,641,0,0,resolve_none_found
641,QUESNEL MOOSE HEIGHTS,1971_2000,641,0,0,resolve_none_found
641,QUESNEL MOOSE HEIGHTS,1961_1990,641,0,0,resolve_none_found
641,QUESNEL MOOSE HEIGHTS,1951_1980,641,0,0,resolve_none_found
641,QUESNEL MOOSE HEIGHTS,1941_1970,641,0,0,resolve_none_found
641,QUESNEL MOOSE HEIGHTS,1931_1960,641,0,0,resolve_none_found
639,QUESNEL AUT,1991_2020,639,0,0,resolve_none_found
639,QUESNEL AUT,1981_2010,639,0,0,resolve_none_found
639,QUESNEL AUT,1971_2000,639,0,0,resolve_none_found
639,QUESNEL AUT,1961_1990,639,0,0,resolve_none_found
639,QUESNEL AUT,1951_1980,639,0,0,resolve_none_found
639,QUESNEL AUT,1941_1970,639,0,0,resolve_none_found
639,QUESNEL AUT,1931_1960,639,0,0,resolve_none_found
48108,QUESNEL AIRPORT AUTO,1991_2020,48108,0,0,resolve_none_found
48108,QUESNEL AIRPORT AUTO,1981_2010,48108,0,0,resolve_none_found
48108,QUESNEL AIRPORT AUTO,1971_2000,48108,0,0,resolve_none_found
48108,QUESNEL AIRPORT AUTO,1961_1990,48108,0,0,resolve_none_found
48108,QUESNEL AIRPORT AUTO,1951_1980,48108,0,0,resolve_none_found
48108,QUESNEL AIRPORT AUTO,1941_1970,48108,0,0,resolve_none_found
48108,QUESNEL AIRPORT AUTO,1931_1960,48108,0,0,resolve_none_found
640,QUESNEL A,1991_2020,640,0,0,resolve_none_found
640,QUESNEL A,1981_2010,640,0,0,resolve_none_found
640,QUESNEL A,1971_2000,640,0,0,resolve_none_found
640,QUESNEL A,1961_1990,640,0,0,resolve_none_found
640,QUESNEL A,1951_1980,640,0,0,resolve_none_found
640,QUESNEL A,1941_1970,640,0,0,resolve_none_found
640,QUESNEL A,1931_1960,640,0,0,resolve_none_found
30967,QUESNEL AWOS,1991_2020,30967,0,0,resolve_none_found
30967,QUESNEL AWOS,1981_2010,30967,0,0,resolve_none_found
30967,QUESNEL AWOS,1971_2000,30967,0,0,resolve_none_found
30967,QUESNEL AWOS,1961_1990,30967,0,0,resolve_none_found
30967,QUESNEL AWOS,1951_1980,30967,0,0,resolve_none_found
30967,QUESNEL AWOS,1941_1970,30967,0,0,resolve_none_found
30967,QUESNEL AWOS,1931_1960,30967,0,0,resolve_none_found
48688,QUESNEL,1991_2020,48688,0,0,resolve_none_found
48688,QUESNEL,1981_2010,48688,0,0,resolve_none_found
48688,QUESNEL,1971_2000,48688,0,0,resolve_none_found
48688,QUESNEL,1961_1990,48688,0,0,resolve_none_found
48688,QUESNEL,1951_1980,48688,0,0,resolve_none_found
48688,QUESNEL,1941_1970,48688,0,0,resolve_none_found
48688,QUESNEL,1931_1960,48688,0,0,resolve_none_found
642,QUESNEL NAZKO ROAD,1991_2020,642,0,0,resolve_none_found
642,QUESNEL NAZKO ROAD,1981_2010,642,0,0,resolve_none_found
642,QUESNEL NAZKO ROAD,1971_2000,642,0,0,resolve_none_found
642,QUESNEL NAZKO ROAD,1961_1990,642,0,0,resolve_none_found
642,QUESNEL NAZKO ROAD,1951_1980,642,0,0,resolve_none_found
642,QUESNEL NAZKO ROAD,1941_1970,642,0,0,resolve_none_found
642,QUESNEL NAZKO ROAD,1931_1960,642,0,0,resolve_none_found
