space_idx,x,y,variable,period,month,tau_vc,p_value_vc,sl_vc,vc_corrected,n_ties_vc,percent_ties_vc,n_min_vals_vc,percent_min_vals_vc,tau_b_adjusted_vc,filtered_vc,filter_reason_vc,tau_tfpw,p_value_tfpw,sl_tfpw,tfpw_applied,n_ties_tfpw,percent_ties_tfpw,n_min_vals_tfpw,percent_min_vals_tfpw,tau_b_adjusted_tfpw,filtered_tfpw,filter_reason_tfpw,n,rho1,n_spectral_peaks,dominant_period,spectral_confidence,same_significance,same_direction
8,944942.868068935,1227128.48626693,Precipitation,monthly,4,-0.378947368421053,0.0157331975555852,-0.0142228964250535,TRUE,0,0,0,0,FALSE,FALSE,none,-0.452631578947368,0.00526741176253609,-0.0142228964250535,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.528837524654408,0,,0.232436624574267,TRUE,TRUE
9,953092.092983669,1227128.48626693,Precipitation,monthly,4,-0.778947368421053,1.09145732773035e-11,-0.125234459604447,TRUE,0,0,0,0,FALSE,FALSE,none,-0.726315789473684,7.55890163099563e-06,-0.125234459604447,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.56678978729501,1,18,4.45566918950923,TRUE,TRUE
10,961241.317898402,1227128.48626693,Precipitation,monthly,4,-0.821052631578947,,-0.0341656588546235,TRUE,0,0,0,0,FALSE,FALSE,none,-0.831578947368421,2.95653397570561e-07,-0.0341656588546235,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.78002452018586,1,18,0.223733453463359,,TRUE
11,969390.542813136,1227128.48626693,Precipitation,monthly,4,-0.757894736842105,,-0.0935005445315159,TRUE,0,0,0,0,FALSE,FALSE,none,-0.757894736842105,2.983144747129e-06,-0.0935005445315159,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.66331358657116,1,18,1.88129087112614,,TRUE
12,977539.767727869,1227128.48626693,Precipitation,monthly,4,-0.726315789473684,,-0.0444805773440748,TRUE,0,0,0,0,FALSE,FALSE,none,-0.778947368421053,1.57281789325032e-06,-0.0444805773440748,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.765850717810268,1,18,0.45415050942889,,TRUE
13,985688.992642603,1227128.48626693,Precipitation,monthly,4,-0.8,,-0.0945212615823204,TRUE,0,0,0,0,FALSE,FALSE,none,-0.821052631578947,4.1638918252279e-07,-0.0945212615823204,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.839628538602506,1,18,1.81000640118523,,TRUE
14,936793.643154201,1218979.2613522,Precipitation,monthly,4,-0.357894736842105,0.00645737673107201,-0.0266536590536703,TRUE,0,0,0,0,FALSE,FALSE,none,-0.178947368421053,0.269981281578893,-0.0266536590536703,TRUE,0,0,0,0,FALSE,FALSE,none,20,-0.175201875749778,0,,0.295525931262427,FALSE,TRUE
15,944942.868068935,1218979.2613522,Precipitation,monthly,4,-0.747368421052632,,-0.0708365378986028,TRUE,0,0,0,0,FALSE,FALSE,none,-0.736842105263158,5.56702423692801e-06,-0.0708365378986028,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.743152873353254,1,18,0.928444300953087,,TRUE
16,953092.092983669,1218979.2613522,Precipitation,monthly,4,-0.726315789473684,1.53551996292504e-35,-0.092686732337553,TRUE,0,0,0,0,FALSE,FALSE,none,-0.642105263157895,7.55158678304704e-05,-0.092686732337553,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.589610134153281,0,,2.13683496344151,TRUE,TRUE
17,961241.317898402,1218979.2613522,Precipitation,monthly,4,-0.6,0.00200177636974775,-0.0709438075621923,TRUE,0,0,0,0,FALSE,FALSE,none,-0.442105263157895,0.00642392173206345,-0.0709438075621923,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.235086799167659,0,,2.00146863819967,TRUE,TRUE
18,969390.542813136,1218979.2613522,Precipitation,monthly,4,-0.810526315789474,,-0.0424557882878515,TRUE,0,0,0,0,FALSE,FALSE,none,-0.831578947368421,2.95653397570561e-07,-0.0424557882878515,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.722690767503344,1,18,0.467817659291365,,TRUE
19,977539.767727869,1218979.2613522,Precipitation,monthly,4,-0.515789473684211,0.00147509083406793,-0.0216660555452108,FALSE,0,0,0,0,FALSE,FALSE,none,-0.4,0.0136720770727188,-0.0216660555452108,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.0906967412043616,0,,0.198192137500552,TRUE,TRUE
20,985688.992642603,1218979.2613522,Precipitation,monthly,4,-0.715789473684211,2.81999965636092e-10,-0.115740271165776,TRUE,0,0,0,0,FALSE,FALSE,none,-0.589473684210526,0.00027932087985766,-0.115740271165776,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.567511950030327,1,18,3.84439779502648,TRUE,TRUE
21,944942.868068935,1210830.03643746,Precipitation,monthly,4,-0.6,0.00277838449917023,-0.0212330281404623,TRUE,0,0,0,0,FALSE,FALSE,none,-0.452631578947368,0.00526741176253609,-0.0212330281404623,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.346139000799325,0,,0.210785302888956,TRUE,TRUE
22,953092.092983669,1210830.03643746,Precipitation,monthly,4,-0.442105263157895,5.99676199961004e-06,-0.0234728647103789,TRUE,0,0,0,0,FALSE,FALSE,none,-0.557894736842105,0.000583664256175969,-0.0234728647103789,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.575947540136137,1,18,0.327945458279603,TRUE,TRUE
23,961241.317898402,1210830.03643746,Precipitation,monthly,4,-0.873684210526316,,-0.0881842977833003,TRUE,0,0,0,0,FALSE,FALSE,none,-0.894736842105263,3.477337434536e-08,-0.0881842977833003,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.753183139845048,1,18,2.03781845047321,,TRUE
24,969390.542813136,1210830.03643746,Precipitation,monthly,4,-0.831578947368421,,-0.0767108055527557,TRUE,0,0,0,0,FALSE,FALSE,none,-0.842105263157895,2.09071611965145e-07,-0.0767108055527557,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.696586445642307,0,,1.86432572541157,,TRUE
25,977539.767727869,1210830.03643746,Precipitation,monthly,4,-0.778947368421053,,-0.0374829742107105,TRUE,0,0,0,0,FALSE,FALSE,none,-0.778947368421053,1.57281789325032e-06,-0.0374829742107105,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.738002281421883,1,18,0.291292142540313,,TRUE
26,985688.992642603,1210830.03643746,Precipitation,monthly,4,-0.768421052631579,,-0.06538626330439,TRUE,0,0,0,0,FALSE,FALSE,none,-0.768421052631579,2.17049113992105e-06,-0.06538626330439,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.70742435397892,0,,1.38764295039117,,TRUE
27,993838.217557336,1210830.03643746,Precipitation,monthly,4,-0.578947368421053,6.18253355713472e-05,-0.0272098283555048,TRUE,0,0,0,0,FALSE,FALSE,none,-0.578947368421053,0.000358522528753227,-0.0272098283555048,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.543103231964756,0,,0.216264673992207,TRUE,TRUE
28,944942.868068935,1202680.81152273,Precipitation,monthly,4,-0.736842105263158,,-0.0675114085121701,TRUE,0,0,0,0,FALSE,FALSE,none,-0.768421052631579,2.17049113992105e-06,-0.0675114085121701,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.784549443567647,1,18,1.02387869472298,,TRUE
29,953092.092983669,1202680.81152273,Precipitation,monthly,4,-0.421052631578947,0.023960623084181,-0.0362283676319445,TRUE,0,0,0,0,FALSE,FALSE,none,-0.357894736842105,0.027369206531379,-0.0362283676319445,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.469044968615184,1,18,0.536043659173951,TRUE,TRUE
30,961241.317898402,1202680.81152273,Precipitation,monthly,4,0.505263157894737,0.00461929528015152,0.0277949886647268,TRUE,0,0,0,0,FALSE,FALSE,none,0.589473684210526,0.00027932087985766,0.0277949886647268,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.105844153433194,0,,0.440574507260115,TRUE,TRUE
31,969390.542813136,1202680.81152273,Precipitation,monthly,4,-0.652631578947369,,-0.106693361885846,TRUE,0,0,0,0,FALSE,FALSE,none,-0.768421052631579,2.17049113992105e-06,-0.106693361885846,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.793707705154652,1,18,2.56928851777813,,TRUE
32,977539.767727869,1202680.81152273,Precipitation,monthly,4,-0.557894736842105,1.11167670728742e-05,-0.026444826895992,TRUE,0,0,0,0,FALSE,FALSE,none,-0.557894736842105,0.000583664256175969,-0.026444826895992,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.558441104936046,0,,0.234934099825992,TRUE,TRUE
33,985688.992642603,1202680.81152273,Precipitation,monthly,4,0.410526315789474,0.0083439900196717,0.0280560408201483,TRUE,0,0,0,0,FALSE,FALSE,none,0.442105263157895,0.00642392173206345,0.0280560408201483,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.530487056335817,1,18,0.353857284638624,TRUE,TRUE
34,993838.217557336,1202680.81152273,Precipitation,monthly,4,-0.810526315789474,,-0.137656300257032,TRUE,0,0,0,0,FALSE,FALSE,none,-0.810526315789474,5.84044569141056e-07,-0.137656300257032,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.64672070433295,1,18,5.65430487850928,,TRUE
35,953092.092983669,1194531.58660799,Precipitation,monthly,4,-0.642105263157895,0.00109695511004916,-0.049729171829919,TRUE,0,0,0,0,FALSE,FALSE,none,-0.48421052631579,0.00283695017729047,-0.049729171829919,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.419390254328391,0,,0.846403733362861,TRUE,TRUE
36,961241.317898402,1194531.58660799,Precipitation,monthly,4,-0.726315789473684,4.31673619820038e-92,-0.0290163327008486,TRUE,0,0,0,0,FALSE,FALSE,none,-0.726315789473684,7.55890163099563e-06,-0.0290163327008486,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.593906034892784,1,18,0.295396684474809,TRUE,TRUE
37,969390.542813136,1194531.58660799,Precipitation,monthly,4,-0.368421052631579,0.0231409313087437,-0.00936596392931646,FALSE,0,0,0,0,FALSE,FALSE,none,-0.389473684210526,0.0163558316942739,-0.00936596392931646,TRUE,0,0,0,0,FALSE,FALSE,none,20,-0.0968376483817516,0,,0.140387055262624,TRUE,TRUE
38,977539.767727869,1194531.58660799,Precipitation,monthly,4,-0.757894736842105,,-0.0995211439392371,TRUE,0,0,0,0,FALSE,FALSE,none,-0.68421052631579,2.46744572944435e-05,-0.0995211439392371,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.622933123941579,1,18,2.84599424881515,,TRUE
39,985688.992642603,1194531.58660799,Precipitation,monthly,4,-0.452631578947368,0.0190746288854533,-0.0085173388166974,TRUE,0,0,0,0,FALSE,FALSE,none,-0.368421052631579,0.0231409313087437,-0.0085173388166974,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.22420912501834,0,,0.0475128727765444,TRUE,TRUE
40,993838.217557336,1194531.58660799,Precipitation,monthly,4,-0.578947368421053,0.00173047858818324,-0.0518068658291466,TRUE,0,0,0,0,FALSE,FALSE,none,-0.578947368421053,0.000358522528753227,-0.0518068658291466,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.474457796526802,0,,0.952012156785578,TRUE,TRUE
41,1001987.44247207,1194531.58660799,Precipitation,monthly,4,-0.810526315789474,,-0.0891715136469539,TRUE,0,0,0,0,FALSE,FALSE,none,-0.747368421052632,4.08346510669566e-06,-0.0891715136469539,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.665401977957805,1,18,1.84737679696341,,TRUE
42,961241.317898402,1186382.36169326,Precipitation,monthly,4,-0.778947368421053,,-0.0878682120754901,TRUE,0,0,0,0,FALSE,FALSE,none,-0.810526315789474,5.84044569141056e-07,-0.0878682120754901,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.766350595005428,1,18,2.46041709103306,,TRUE
43,969390.542813136,1186382.36169326,Precipitation,monthly,4,-0.378947368421053,0.0588771480983867,-0.010613722803431,TRUE,0,0,0,0,FALSE,FALSE,none,-0.389473684210526,0.0163558316942739,-0.010613722803431,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.351896759161635,1,18,0.0766430352496331,FALSE,TRUE
44,977539.767727869,1186382.36169326,Precipitation,monthly,4,-0.705263157894737,,-0.0902292551472783,TRUE,0,0,0,0,FALSE,FALSE,none,-0.589473684210526,0.00027932087985766,-0.0902292551472783,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.679531325810022,1,18,1.5449088885837,,TRUE
45,985688.992642603,1186382.36169326,Precipitation,monthly,4,-0.315789473684211,,-0.021690291098573,TRUE,0,0,0,0,FALSE,FALSE,none,-0.368421052631579,0.0231409313087437,-0.021690291098573,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.67372069890045,0,,0.333014459609138,,TRUE
46,993838.217557336,1186382.36169326,Precipitation,monthly,4,-0.705263157894737,7.77239044213527e-12,-0.111430870472557,TRUE,0,0,0,0,FALSE,FALSE,none,-0.6,0.000216750607095685,-0.111430870472557,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.573295134033242,0,,3.00620979829923,TRUE,TRUE
47,1001987.44247207,1186382.36169326,Precipitation,monthly,4,-0.726315789473684,,-0.0611510517876269,TRUE,0,0,0,0,FALSE,FALSE,none,-0.726315789473684,7.55890163099563e-06,-0.0611510517876269,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.683390232907803,0,,0.903310037494325,,TRUE
48,969390.542813136,1178233.13677853,Precipitation,monthly,4,-0.8,,-0.21602304186672,TRUE,0,0,0,0,FALSE,FALSE,none,-0.8,8.15875320506503e-07,-0.21602304186672,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.692276160978209,1,18,13.505142631753,,TRUE
49,977539.767727869,1178233.13677853,Precipitation,monthly,4,-0.673684210526316,0.000730376518536846,-0.0211096790042662,TRUE,0,0,0,0,FALSE,FALSE,none,-0.652631578947369,5.743923061109e-05,-0.0211096790042662,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.305537998220022,0,,0.268514613420646,TRUE,TRUE
50,985688.992642603,1178233.13677853,Precipitation,monthly,4,-0.821052631578947,,-0.130903557874262,TRUE,0,0,0,0,FALSE,FALSE,none,-0.863157894736842,1.03276375979881e-07,-0.130903557874262,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.769994312883437,1,18,4.32112833142659,,TRUE
51,993838.217557336,1178233.13677853,Precipitation,monthly,4,-0.873684210526316,,-0.0731640864008417,TRUE,0,0,0,0,FALSE,FALSE,none,-0.863157894736842,1.03276375979881e-07,-0.0731640864008417,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.772457997970317,1,18,1.30394167715242,,TRUE
52,1001987.44247207,1178233.13677853,Precipitation,monthly,4,-0.831578947368421,,-0.0791959697380662,TRUE,0,0,0,0,FALSE,FALSE,none,-0.831578947368421,2.95653397570561e-07,-0.0791959697380662,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.752682978606353,1,18,1.2830349223462,,TRUE
53,1010136.6673868,1178233.13677853,Precipitation,monthly,4,-0.652631578947369,0.000139484292616862,-0.0234712421213492,TRUE,0,0,0,0,FALSE,FALSE,none,-0.642105263157895,7.55158678304704e-05,-0.0234712421213492,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.506340060477567,0,,0.173786514847156,TRUE,TRUE
54,977539.767727869,1170083.91186379,Precipitation,monthly,4,-0.168421052631579,0.299168995520334,-0.0043581951306098,FALSE,0,0,0,0,FALSE,FALSE,none,-0.168421052631579,0.299168995520334,-0.0043581951306098,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.0833820608924353,0,,0.0910536610843179,TRUE,TRUE
55,985688.992642603,1170083.91186379,Precipitation,monthly,4,-0.389473684210526,0.050021451126766,-0.0185454612387819,TRUE,0,0,0,0,FALSE,FALSE,none,-0.347368421052632,0.0322480190270999,-0.0185454612387819,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.292510207461886,0,,0.180230611514497,FALSE,TRUE
56,993838.217557336,1170083.91186379,Precipitation,monthly,4,0.494736842105263,0.0127487870260201,0.0260900719911747,TRUE,0,0,0,0,FALSE,FALSE,none,0.557894736842105,0.000583664256175969,0.0260900719911747,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.401028160988335,0,,0.275821480155597,TRUE,TRUE
57,1001987.44247207,1170083.91186379,Precipitation,monthly,4,0.315789473684211,0.112049326499946,0.0149568232397238,TRUE,0,0,0,0,FALSE,FALSE,none,0.315789473684211,0.051575863620877,0.0149568232397238,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.292430759669311,0,,0.182875907988004,TRUE,TRUE
58,1010136.6673868,1170083.91186379,Precipitation,monthly,4,-0.589473684210526,1.03376314078192e-06,-0.0529616638168431,TRUE,0,0,0,0,FALSE,FALSE,none,-0.589473684210526,0.00027932087985766,-0.0529616638168431,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.562916120748003,0,,0.947657381036614,TRUE,TRUE
59,977539.767727869,1161934.68694906,Precipitation,monthly,4,-0.252631578947368,0.119393190211051,-0.0126518676882948,FALSE,0,0,0,0,FALSE,FALSE,none,-0.168421052631579,0.299168995520334,-0.0126518676882948,TRUE,0,0,0,0,FALSE,FALSE,none,20,-0.0591816481837974,0,,0.366606058406967,TRUE,TRUE
60,985688.992642603,1161934.68694906,Precipitation,monthly,4,-0.568421052631579,0.00454633537386885,-0.0335959106699651,TRUE,0,0,0,0,FALSE,FALSE,none,-0.48421052631579,0.00283695017729047,-0.0335959106699651,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.329287426606214,0,,0.396555319791209,TRUE,TRUE
61,993838.217557336,1161934.68694906,Precipitation,monthly,4,-0.789473684210526,1.03093840687293e-11,-0.0736006380369266,TRUE,0,0,0,0,FALSE,FALSE,none,-0.557894736842105,0.000583664256175969,-0.0736006380369266,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.565915082004647,0,,1.25767688573162,TRUE,TRUE
62,1001987.44247207,1161934.68694906,Precipitation,monthly,4,-0.757894736842105,4.43716281165474e-25,-0.0275001925489816,TRUE,0,0,0,0,FALSE,FALSE,none,-0.663157894736842,4.35146009207219e-05,-0.0275001925489816,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.585469164589937,0,,0.250268577943291,TRUE,TRUE
63,1010136.6673868,1161934.68694906,Precipitation,monthly,4,-0.126315789473684,0.251992249487597,-0.0119042636540074,TRUE,0,0,0,0,FALSE,FALSE,none,-0.136842105263158,0.398920137472455,-0.0119042636540074,TRUE,0,0,0,0,FALSE,FALSE,none,20,-0.280286616567441,0,,0.362712088279284,TRUE,TRUE
64,1018285.89230154,1161934.68694906,Precipitation,monthly,4,-0.294736842105263,0.0188986718266715,-0.00987622964506348,TRUE,0,0,0,0,FALSE,FALSE,none,-0.210526315789474,0.194365910803109,-0.00987622964506348,TRUE,0,0,0,0,FALSE,FALSE,none,20,-0.205526665605369,0,,0.062821418474108,FALSE,TRUE
65,1026435.11721627,1161934.68694906,Precipitation,monthly,4,-0.410526315789474,0.0236405376798619,-0.0135503727865948,TRUE,0,0,0,0,FALSE,FALSE,none,-0.442105263157895,0.00642392173206345,-0.0135503727865948,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.484036001376462,1,18,0.0959383383147074,TRUE,TRUE
66,969390.542813136,1153785.46203433,Precipitation,monthly,4,-0.852631578947369,,-0.0375875517622464,TRUE,0,0,0,0,FALSE,FALSE,none,-0.884210526315789,5.01889455421036e-08,-0.0375875517622464,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.703798360342181,1,18,0.628541254909536,,TRUE
67,977539.767727869,1153785.46203433,Precipitation,monthly,4,-0.842105263157895,,-0.107642515917848,TRUE,0,0,0,0,FALSE,FALSE,none,-0.842105263157895,2.09071611965145e-07,-0.107642515917848,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.715061743384737,1,18,2.79522660415761,,TRUE
68,985688.992642603,1153785.46203433,Precipitation,monthly,4,-0.831578947368421,,-0.0760292073559518,TRUE,0,0,0,0,FALSE,FALSE,none,-0.842105263157895,2.09071611965145e-07,-0.0760292073559518,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.70653351080196,1,18,1.43107370115355,,TRUE
69,993838.217557336,1153785.46203433,Precipitation,monthly,4,-0.715789473684211,,-0.0761751273077809,TRUE,0,0,0,0,FALSE,FALSE,none,-0.789473684210526,1.13510010608232e-06,-0.0761751273077809,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.743490647958548,1,18,1.6484702336019,,TRUE
70,1001987.44247207,1153785.46203433,Precipitation,monthly,4,-0.821052631578947,,-0.0697715108149818,TRUE,0,0,0,0,FALSE,FALSE,none,-0.821052631578947,4.1638918252279e-07,-0.0697715108149818,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.792392035096554,1,18,1.04230895988857,,TRUE
71,1010136.6673868,1153785.46203433,Precipitation,monthly,4,-0.463157894736842,0.0165811809547471,-0.0699136794234316,TRUE,0,0,0,0,FALSE,FALSE,none,-0.463157894736842,0.00430236847861424,-0.0699136794234316,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.44087271905478,1,18,1.89390924361116,TRUE,TRUE
72,1018285.89230154,1153785.46203433,Precipitation,monthly,4,-0.736842105263158,,-0.0966455875944424,TRUE,0,0,0,0,FALSE,FALSE,none,-0.705263157894737,1.37676679293339e-05,-0.0966455875944424,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.643032618042256,1,18,2.01247440433353,,TRUE
73,1026435.11721627,1153785.46203433,Precipitation,monthly,4,0.273684210526316,0.149740685665303,0.0177407394706582,TRUE,0,0,0,0,FALSE,FALSE,none,0.421052631578947,0.00944416568783265,0.0177407394706582,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.456164723108119,1,18,0.195886472537785,FALSE,TRUE
74,977539.767727869,1145636.23711959,Precipitation,monthly,4,-0.768421052631579,,-0.107031481057479,TRUE,0,0,0,0,FALSE,FALSE,none,-0.821052631578947,4.1638918252279e-07,-0.107031481057479,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.776891968885161,1,18,2.80382327717792,,TRUE
75,985688.992642603,1145636.23711959,Precipitation,monthly,4,-0.568421052631579,0.00221150356793102,-0.0282316002994776,TRUE,0,0,0,0,FALSE,FALSE,none,-0.431578947368421,0.00780406445950224,-0.0282316002994776,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.160444530744562,0,,0.43386782194141,TRUE,TRUE
76,993838.217557336,1145636.23711959,Precipitation,monthly,4,-0.631578947368421,0.00148507338599023,-0.0549769972690917,TRUE,0,0,0,0,FALSE,FALSE,none,-0.48421052631579,0.00283695017729047,-0.0549769972690917,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.399485118383975,0,,1.00107780113032,TRUE,TRUE
77,1001987.44247207,1145636.23711959,Precipitation,monthly,4,-0.894736842105263,,-0.099798397342157,TRUE,0,0,0,0,FALSE,FALSE,none,-0.894736842105263,3.477337434536e-08,-0.099798397342157,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.752406086682302,1,18,2.29881039427865,,TRUE
78,1010136.6673868,1145636.23711959,Precipitation,monthly,4,-0.821052631578947,,-0.0692145731591154,TRUE,0,0,0,0,FALSE,FALSE,none,-0.821052631578947,4.1638918252279e-07,-0.0692145731591154,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.640746377028291,0,,1.47951096030435,,TRUE
79,1018285.89230154,1145636.23711959,Precipitation,monthly,4,-0.557894736842105,,-0.0377093434936422,TRUE,0,0,0,0,FALSE,FALSE,none,-0.652631578947369,5.743923061109e-05,-0.0377093434936422,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.714414611848865,1,18,0.587783262285158,,TRUE
80,1026435.11721627,1145636.23711959,Precipitation,monthly,4,-0.8,,-0.164283730555326,TRUE,0,0,0,0,FALSE,FALSE,none,-0.821052631578947,4.1638918252279e-07,-0.164283730555326,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.745217699599204,1,18,6.70097785140526,,TRUE
81,977539.767727869,1137487.01220486,Precipitation,monthly,4,-0.863157894736842,,-0.171447064661022,TRUE,0,0,0,0,FALSE,FALSE,none,-0.863157894736842,1.03276375979881e-07,-0.171447064661022,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.706977900014138,1,18,8.21312453617507,,TRUE
82,985688.992642603,1137487.01220486,Precipitation,monthly,4,-0.831578947368421,,-0.105951038131025,TRUE,0,0,0,0,FALSE,FALSE,none,-0.863157894736842,1.03276375979881e-07,-0.105951038131025,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.735727357945077,1,18,2.72333608826772,,TRUE
83,993838.217557336,1137487.01220486,Precipitation,monthly,4,-0.494736842105263,0.00585045454684533,-0.0171976474424203,TRUE,0,0,0,0,FALSE,FALSE,none,-0.294736842105263,0.0692355024661237,-0.0171976474424203,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.113831691735894,0,,0.133363363789418,FALSE,TRUE
84,1001987.44247207,1137487.01220486,Precipitation,monthly,4,-0.694736842105263,,-0.032667443380118,TRUE,0,0,0,0,FALSE,FALSE,none,-0.705263157894737,1.37676679293339e-05,-0.032667443380118,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.684583243393912,1,18,0.234429737137665,,TRUE
85,1010136.6673868,1137487.01220486,Precipitation,monthly,4,-0.557894736842105,,-0.0429936460152801,TRUE,0,0,0,0,FALSE,FALSE,none,-0.631578947368421,9.88839817461394e-05,-0.0429936460152801,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.672592565600005,1,18,0.557086137408627,,TRUE
86,1018285.89230154,1137487.01220486,Precipitation,monthly,4,-0.778947368421053,1.49806211543853e-09,-0.0489931786432862,TRUE,0,0,0,0,FALSE,FALSE,none,-0.6,0.000216750607095685,-0.0489931786432862,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.556991910592649,0,,0.483416270616603,TRUE,TRUE
87,1026435.11721627,1137487.01220486,Precipitation,monthly,4,-0.68421052631579,1.69881816296448e-09,-0.0483536390592939,TRUE,0,0,0,0,FALSE,FALSE,none,-0.642105263157895,7.55158678304704e-05,-0.0483536390592939,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.567446168557623,1,18,0.557997026375769,TRUE,TRUE
88,1034584.342131,1137487.01220486,Precipitation,monthly,4,-0.368421052631579,0.0419652085762148,-0.0200263702109541,TRUE,0,0,0,0,FALSE,FALSE,none,-0.389473684210526,0.0163558316942739,-0.0200263702109541,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.125629089267686,0,,0.253739322295415,TRUE,TRUE
89,985688.992642603,1129337.78729013,Precipitation,monthly,4,-0.694736842105263,,-0.109811352255444,TRUE,0,0,0,0,FALSE,FALSE,none,-0.694736842105263,1.8468427210209e-05,-0.109811352255444,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.672956746728636,1,18,2.49057616811673,,TRUE
90,993838.217557336,1129337.78729013,Precipitation,monthly,4,-0.736842105263158,1.74841521319652e-12,-0.110744957055431,TRUE,0,0,0,0,FALSE,FALSE,none,-0.736842105263158,5.56702423692801e-06,-0.110744957055431,FALSE,0,0,0,0,FALSE,FALSE,none,20,0.572569564871711,0,,2.63190313745705,TRUE,TRUE
91,1001987.44247207,1129337.78729013,Precipitation,monthly,4,-0.589473684210526,0.00176146372704422,-0.0673241380816014,TRUE,0,0,0,0,FALSE,FALSE,none,-0.494736842105263,0.0022902222980071,-0.0673241380816014,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.462122784551058,0,,1.36460701761052,TRUE,TRUE
92,1010136.6673868,1129337.78729013,Precipitation,monthly,4,-0.631578947368421,0.00124656122107958,-0.0167435389206124,TRUE,0,0,0,0,FALSE,FALSE,none,-0.589473684210526,0.00027932087985766,-0.0167435389206124,TRUE,0,0,0,0,FALSE,FALSE,none,20,0.426975253594322,0,,0.0938494549772437,TRUE,TRUE
